"event","quarter","id","industry","bin","p","time","Year","Quarter","resolution","realization","binL","binH","binValue"
2003.25,3,465,"1.0000",1,0.4,2002.625,NA,NA,1,NA,1,1,1
2003.25,4,465,"1.0000",1,0.4,2002.875,NA,NA,1,NA,1,1,1
2003.25,1,465,"1.0000",1,0.5,2003.125,NA,NA,1,NA,1,1,1
2003.5,2,465,"1.0000",1,0.2,2002.375,NA,NA,1,NA,1,1,1
2003.5,3,465,"1.0000",1,0.35,2002.625,NA,NA,1,NA,1,1,1
2003.5,4,465,"1.0000",1,0.4,2002.875,NA,NA,1,NA,1,1,1
2003.5,1,465,"1.0000",1,0.4,2003.125,NA,NA,1,NA,1,1,1
2003.75,3,465,"1.0000",1,0.3,2002.625,NA,NA,1,NA,1,1,1
2003.75,4,465,"1.0000",1,0.3,2002.875,NA,NA,1,NA,1,1,1
2003.75,1,465,"1.0000",1,0.4,2003.125,NA,NA,1,NA,1,1,1
2004,4,465,"1.0000",1,0.2,2002.875,NA,NA,1,NA,1,1,1
2004,1,465,"1.0000",1,0.3,2003.125,NA,NA,1,NA,1,1,1
2004.25,1,465,"1.0000",1,0.3,2003.125,NA,NA,1,NA,1,1,1
1995.5,2,466,"1.0000",1,0.4,1995.375,NA,NA,1,NA,1,1,1
1995.75,2,466,"1.0000",1,0.2,1995.375,NA,NA,1,NA,1,1,1
1995.75,3,466,"1.0000",1,0.1,1995.625,NA,NA,1,NA,1,1,1
1996,2,466,"1.0000",1,0.05,1995.375,NA,NA,1,NA,1,1,1
1996,3,466,"1.0000",1,0.05,1995.625,NA,NA,1,NA,1,1,1
1996.25,2,466,"1.0000",1,0.1,1995.375,NA,NA,1,NA,1,1,1
1996.25,3,466,"1.0000",1,0.25,1995.625,NA,NA,1,NA,1,1,1
1996.5,2,466,"1.0000",1,0.1,1995.375,NA,NA,1,NA,1,1,1
1996.5,3,466,"1.0000",1,0.2,1995.625,NA,NA,1,NA,1,1,1
1996.75,3,466,"1.0000",1,0.2,1995.625,NA,NA,1,NA,1,1,1
1996.75,2,466,"1.0000",1,0.05,1996.375,NA,NA,1,NA,1,1,1
1997,2,466,"1.0000",1,0.05,1996.375,NA,NA,1,NA,1,1,1
1997.25,2,466,"1.0000",1,0.1,1996.375,NA,NA,1,NA,1,1,1
1997.25,1,466,"1.0000",1,0.05,1997.125,NA,NA,1,NA,1,1,1
1997.5,2,466,"1.0000",1,0.2,1996.375,NA,NA,1,NA,1,1,1
1997.5,1,466,"1.0000",1,0.1,1997.125,NA,NA,1,NA,1,1,1
1997.5,2,466,"1.0000",1,0.2,1997.375,NA,NA,1,NA,1,1,1
1997.75,1,466,"1.0000",1,0.1,1997.125,NA,NA,1,NA,1,1,1
1997.75,2,466,"1.0000",1,0.35,1997.375,NA,NA,1,NA,1,1,1
1997.75,3,466,"1.0000",1,0.3,1997.625,NA,NA,1,NA,1,1,1
1998,1,466,"1.0000",1,0.15,1997.125,NA,NA,1,NA,1,1,1
1998,2,466,"1.0000",1,0.2,1997.375,NA,NA,1,NA,1,1,1
1998,3,466,"1.0000",1,0.05,1997.625,NA,NA,1,NA,1,1,1
1998,4,466,"1.0000",1,0.05,1997.875,NA,NA,1,NA,1,1,1
1998.25,1,466,"1.0000",1,0.15,1997.125,NA,NA,1,NA,1,1,1
1998.25,2,466,"1.0000",1,0.35,1997.375,NA,NA,1,NA,1,1,1
1998.25,3,466,"1.0000",1,0.2,1997.625,NA,NA,1,NA,1,1,1
1998.25,4,466,"1.0000",1,0.2,1997.875,NA,NA,1,NA,1,1,1
1998.5,2,466,"1.0000",1,0.35,1997.375,NA,NA,1,NA,1,1,1
1998.5,3,466,"1.0000",1,0.1,1997.625,NA,NA,1,NA,1,1,1
1998.5,4,466,"1.0000",1,0.15,1997.875,NA,NA,1,NA,1,1,1
1998.75,3,466,"1.0000",1,0.1,1997.625,NA,NA,1,NA,1,1,1
1998.75,4,466,"1.0000",1,0.15,1997.875,NA,NA,1,NA,1,1,1
1998.75,3,466,"1.0000",1,0.15,1998.625,NA,NA,1,NA,1,1,1
1999,4,466,"1.0000",1,0.1,1997.875,NA,NA,1,NA,1,1,1
1999,3,466,"1.0000",1,0.05,1998.625,NA,NA,1,NA,1,1,1
1999,4,466,"1.0000",1,0.15,1998.875,NA,NA,1,NA,1,1,1
1999.25,3,466,"1.0000",1,0.05,1998.625,NA,NA,1,NA,1,1,1
1999.25,4,466,"1.0000",1,0.25,1998.875,NA,NA,1,NA,1,1,1
1999.5,3,466,"1.0000",1,0.05,1998.625,NA,NA,1,NA,1,1,1
1999.5,4,466,"1.0000",1,0.2,1998.875,NA,NA,1,NA,1,1,1
1999.5,1,466,"1.0000",1,0.1,1999.125,NA,NA,1,NA,1,1,1
1999.75,3,466,"1.0000",1,0.05,1998.625,NA,NA,1,NA,1,1,1
1999.75,4,466,"1.0000",1,0.2,1998.875,NA,NA,1,NA,1,1,1
1999.75,1,466,"1.0000",1,0.1,1999.125,NA,NA,1,NA,1,1,1
1999.75,3,466,"1.0000",1,0.05,1999.625,NA,NA,1,NA,1,1,1
2000,4,466,"1.0000",1,0.2,1998.875,NA,NA,1,NA,1,1,1
2000,1,466,"1.0000",1,0.15,1999.125,NA,NA,1,NA,1,1,1
2000,3,466,"1.0000",1,0.1,1999.625,NA,NA,1,NA,1,1,1
2000,4,466,"1.0000",1,0.05,1999.875,NA,NA,1,NA,1,1,1
2000.25,1,466,"1.0000",1,0.15,1999.125,NA,NA,1,NA,1,1,1
2000.25,3,466,"1.0000",1,0.2,1999.625,NA,NA,1,NA,1,1,1
2000.25,4,466,"1.0000",1,0.3,1999.875,NA,NA,1,NA,1,1,1
2000.5,3,466,"1.0000",1,0.15,1999.625,NA,NA,1,NA,1,1,1
2000.5,4,466,"1.0000",1,0.2,1999.875,NA,NA,1,NA,1,1,1
2000.75,3,466,"1.0000",1,0.1,1999.625,NA,NA,1,NA,1,1,1
2000.75,4,466,"1.0000",1,0.15,1999.875,NA,NA,1,NA,1,1,1
2001,4,466,"1.0000",1,0.15,1999.875,NA,NA,1,NA,1,1,1
1996.25,1,467,"1.0000",1,0.75,1996.125,NA,NA,1,NA,1,1,1
1996.5,1,467,"1.0000",1,0.5,1996.125,NA,NA,1,NA,1,1,1
1996.75,1,467,"1.0000",1,0.4,1996.125,NA,NA,1,NA,1,1,1
1997,1,467,"1.0000",1,0.6,1996.125,NA,NA,1,NA,1,1,1
1997.25,1,467,"1.0000",1,0.65,1996.125,NA,NA,1,NA,1,1,1
1996.25,2,469,"2.0000",1,0.2,1995.375,NA,NA,1,NA,1,1,1
1996.25,4,469,"2.0000",1,0.1,1995.875,NA,NA,1,NA,1,1,1
1996.25,1,469,"2.0000",1,0.4,1996.125,NA,NA,1,NA,1,1,1
1996.5,2,469,"2.0000",1,0.5,1995.375,NA,NA,1,NA,1,1,1
1996.5,4,469,"2.0000",1,0.2,1995.875,NA,NA,1,NA,1,1,1
1996.5,1,469,"2.0000",1,0.15,1996.125,NA,NA,1,NA,1,1,1
1996.75,4,469,"2.0000",1,0.3,1995.875,NA,NA,1,NA,1,1,1
1996.75,1,469,"2.0000",1,0.2,1996.125,NA,NA,1,NA,1,1,1
1997,4,469,"2.0000",1,0.4,1995.875,NA,NA,1,NA,1,1,1
1997,1,469,"2.0000",1,0.25,1996.125,NA,NA,1,NA,1,1,1
1997,2,469,"2.0000",1,0.1,1996.375,NA,NA,1,NA,1,1,1
1997,3,469,"2.0000",1,0.1,1996.625,NA,NA,1,NA,1,1,1
1997.25,1,469,"2.0000",1,0.3,1996.125,NA,NA,1,NA,1,1,1
1997.25,2,469,"2.0000",1,0.2,1996.375,NA,NA,1,NA,1,1,1
1997.25,3,469,"2.0000",1,0.25,1996.625,NA,NA,1,NA,1,1,1
1997.25,4,469,"2.0000",1,0.1,1996.875,NA,NA,1,NA,1,1,1
1997.5,2,469,"2.0000",1,0.35,1996.375,NA,NA,1,NA,1,1,1
1997.5,3,469,"2.0000",1,0.3,1996.625,NA,NA,1,NA,1,1,1
1997.5,4,469,"2.0000",1,0.25,1996.875,NA,NA,1,NA,1,1,1
1997.5,1,469,"2.0000",1,0.1,1997.125,NA,NA,1,NA,1,1,1
1997.75,3,469,"2.0000",1,0.4,1996.625,NA,NA,1,NA,1,1,1
1997.75,4,469,"2.0000",1,0.3,1996.875,NA,NA,1,NA,1,1,1
1997.75,1,469,"2.0000",1,0.15,1997.125,NA,NA,1,NA,1,1,1
1998,4,469,"2.0000",1,0.4,1996.875,NA,NA,1,NA,1,1,1
1998,1,469,"2.0000",1,0.2,1997.125,NA,NA,1,NA,1,1,1
1998,2,469,"2.0000",1,0.1,1997.375,NA,NA,1,NA,1,1,1
1998.25,1,469,"2.0000",1,0.25,1997.125,NA,NA,1,NA,1,1,1
1998.25,2,469,"2.0000",1,0.15,1997.375,NA,NA,1,NA,1,1,1
1998.25,3,469,"2.0000",1,0.1,1997.625,NA,NA,1,NA,1,1,1
1998.25,4,469,"2.0000",1,0.1,1997.875,NA,NA,1,NA,1,1,1
1998.5,2,469,"2.0000",1,0.25,1997.375,NA,NA,1,NA,1,1,1
1998.5,3,469,"2.0000",1,0.15,1997.625,NA,NA,1,NA,1,1,1
1998.5,4,469,"2.0000",1,0.15,1997.875,NA,NA,1,NA,1,1,1
1998.5,1,469,"2.0000",1,0.1,1998.125,NA,NA,1,NA,1,1,1
1998.75,3,469,"2.0000",1,0.25,1997.625,NA,NA,1,NA,1,1,1
1998.75,4,469,"2.0000",1,0.25,1997.875,NA,NA,1,NA,1,1,1
1998.75,1,469,"2.0000",1,0.15,1998.125,NA,NA,1,NA,1,1,1
1998.75,3,469,"2.0000",1,0.1,1998.625,NA,NA,1,NA,1,1,1
1999,4,469,"2.0000",1,0.3,1997.875,NA,NA,1,NA,1,1,1
1999,1,469,"2.0000",1,0.25,1998.125,NA,NA,1,NA,1,1,1
1999,3,469,"2.0000",1,0.1,1998.625,NA,NA,1,NA,1,1,1
1999.25,1,469,"2.0000",1,0.3,1998.125,NA,NA,1,NA,1,1,1
1999.25,3,469,"2.0000",1,0.2,1998.625,NA,NA,1,NA,1,1,1
1999.25,4,469,"2.0000",1,0.1,1998.875,NA,NA,1,NA,1,1,1
1999.5,3,469,"2.0000",1,0.2,1998.625,NA,NA,1,NA,1,1,1
1999.5,4,469,"2.0000",1,0.2,1998.875,NA,NA,1,NA,1,1,1
1999.5,1,469,"2.0000",1,0.05,1999.125,NA,NA,1,NA,1,1,1
1999.75,3,469,"2.0000",1,0.2,1998.625,NA,NA,1,NA,1,1,1
1999.75,4,469,"2.0000",1,0.4,1998.875,NA,NA,1,NA,1,1,1
1999.75,1,469,"2.0000",1,0.1,1999.125,NA,NA,1,NA,1,1,1
1999.75,2,469,"2.0000",1,0.05,1999.375,NA,NA,1,NA,1,1,1
2000,4,469,"2.0000",1,0.5,1998.875,NA,NA,1,NA,1,1,1
2000,1,469,"2.0000",1,0.2,1999.125,NA,NA,1,NA,1,1,1
2000,2,469,"2.0000",1,0.1,1999.375,NA,NA,1,NA,1,1,1
2000,3,469,"2.0000",1,0.05,1999.625,NA,NA,1,NA,1,1,1
2000.25,1,469,"2.0000",1,0.3,1999.125,NA,NA,1,NA,1,1,1
2000.25,2,469,"2.0000",1,0.2,1999.375,NA,NA,1,NA,1,1,1
2000.25,3,469,"2.0000",1,0.1,1999.625,NA,NA,1,NA,1,1,1
2000.5,2,469,"2.0000",1,0.3,1999.375,NA,NA,1,NA,1,1,1
2000.5,3,469,"2.0000",1,0.2,1999.625,NA,NA,1,NA,1,1,1
2000.5,4,469,"2.0000",1,0.1,1999.875,NA,NA,1,NA,1,1,1
2000.5,1,469,"2.0000",1,0.1,2000.125,NA,NA,1,NA,1,1,1
2000.75,3,469,"2.0000",1,0.3,1999.625,NA,NA,1,NA,1,1,1
2000.75,4,469,"2.0000",1,0.15,1999.875,NA,NA,1,NA,1,1,1
2000.75,1,469,"2.0000",1,0.15,2000.125,NA,NA,1,NA,1,1,1
2001,4,469,"2.0000",1,0.25,1999.875,NA,NA,1,NA,1,1,1
2001,1,469,"2.0000",1,0.25,2000.125,NA,NA,1,NA,1,1,1
2001,2,469,"2.0000",1,0.1,2000.375,NA,NA,1,NA,1,1,1
2001.25,1,469,"2.0000",1,0.25,2000.125,2001,1,1,1,1,1,1
2001.25,2,469,"2.0000",1,0.2,2000.375,2001,1,1,1,1,1,1
2001.25,5,469,"2.0000",1,1,2001.249,2001,1,2,1,1,1,1
2001.5,2,469,"2.0000",1,0.25,2000.375,NA,NA,1,NA,1,1,1
1995.75,3,470,"2.0000",1,0.1,1995.625,NA,NA,1,NA,1,1,1
1996,3,470,"2.0000",1,0.1,1995.625,NA,NA,1,NA,1,1,1
1996.25,3,470,"2.0000",1,0.05,1995.625,NA,NA,1,NA,1,1,1
1996.5,3,470,"2.0000",1,0.05,1995.625,NA,NA,1,NA,1,1,1
1997,2,470,"2.0000",1,0.1,1996.375,NA,NA,1,NA,1,1,1
1997,3,470,"2.0000",1,0.15,1996.625,NA,NA,1,NA,1,1,1
1997.25,2,470,"2.0000",1,0.1,1996.375,NA,NA,1,NA,1,1,1
1997.25,3,470,"2.0000",1,0.2,1996.625,NA,NA,1,NA,1,1,1
1997.5,3,470,"2.0000",1,0.25,1996.625,NA,NA,1,NA,1,1,1
1997.75,3,470,"2.0000",1,0.25,1996.625,NA,NA,1,NA,1,1,1
1998.5,3,470,"2.0000",1,0.2,1997.625,NA,NA,1,NA,1,1,1
1998.75,3,470,"2.0000",1,0.2,1997.625,NA,NA,1,NA,1,1,1
1998.75,4,470,"2.0000",1,0.1,1997.875,NA,NA,1,NA,1,1,1
1999,4,470,"2.0000",1,0.1,1997.875,NA,NA,1,NA,1,1,1
1999,1,470,"2.0000",1,0.2,1998.125,NA,NA,1,NA,1,1,1
1999.25,1,470,"2.0000",1,0.2,1998.125,NA,NA,1,NA,1,1,1
1999.25,3,470,"2.0000",1,0.1,1998.625,NA,NA,1,NA,1,1,1
1999.5,3,470,"2.0000",1,0.2,1998.625,NA,NA,1,NA,1,1,1
1999.75,3,470,"2.0000",1,0.3,1998.625,NA,NA,1,NA,1,1,1
1999.75,4,470,"2.0000",1,0.2,1998.875,NA,NA,1,NA,1,1,1
2000,4,470,"2.0000",1,0.3,1998.875,NA,NA,1,NA,1,1,1
2000,2,470,"2.0000",1,0.1,1999.375,NA,NA,1,NA,1,1,1
2000.25,2,470,"2.0000",1,0.1,1999.375,NA,NA,1,NA,1,1,1
2000.25,3,470,"2.0000",1,0.2,1999.625,NA,NA,1,NA,1,1,1
2000.5,2,470,"2.0000",1,0.2,1999.375,NA,NA,1,NA,1,1,1
2000.5,3,470,"2.0000",1,0.3,1999.625,NA,NA,1,NA,1,1,1
2000.5,4,470,"2.0000",1,0.1,1999.875,NA,NA,1,NA,1,1,1
2000.75,3,470,"2.0000",1,0.3,1999.625,NA,NA,1,NA,1,1,1
2000.75,4,470,"2.0000",1,0.1,1999.875,NA,NA,1,NA,1,1,1
2001,4,470,"2.0000",1,0.2,1999.875,NA,NA,1,NA,1,1,1
2001.25,1,470,"2.0000",1,0.25,2000.125,2001,1,1,1,1,1,1
2001.25,5,470,"2.0000",1,1,2001.249,2001,1,2,1,1,1,1
1995.5,2,471,"1.0000",1,0.25,1995.375,NA,NA,1,NA,1,1,1
1995.75,2,471,"1.0000",1,0.3,1995.375,NA,NA,1,NA,1,1,1
1995.75,3,471,"1.0000",1,0.05,1995.625,NA,NA,1,NA,1,1,1
1996,2,471,"1.0000",1,0.3,1995.375,NA,NA,1,NA,1,1,1
1996,3,471,"1.0000",1,0.1,1995.625,NA,NA,1,NA,1,1,1
1996,4,471,"1.0000",1,0.1,1995.875,NA,NA,1,NA,1,1,1
1996.25,2,471,"1.0000",1,0.3,1995.375,NA,NA,1,NA,1,1,1
1996.25,3,471,"1.0000",1,0.2,1995.625,NA,NA,1,NA,1,1,1
1996.25,4,471,"1.0000",1,0.15,1995.875,NA,NA,1,NA,1,1,1
1996.25,1,471,"1.0000",1,0.2,1996.125,NA,NA,1,NA,1,1,1
1996.5,2,471,"1.0000",1,0.3,1995.375,NA,NA,1,NA,1,1,1
1996.5,3,471,"1.0000",1,0.25,1995.625,NA,NA,1,NA,1,1,1
1996.5,4,471,"1.0000",1,0.2,1995.875,NA,NA,1,NA,1,1,1
1996.5,1,471,"1.0000",1,0.15,1996.125,NA,NA,1,NA,1,1,1
1996.5,2,471,"1.0000",1,0.05,1996.375,NA,NA,1,NA,1,1,1
1996.75,3,471,"1.0000",1,0.25,1995.625,NA,NA,1,NA,1,1,1
1996.75,4,471,"1.0000",1,0.25,1995.875,NA,NA,1,NA,1,1,1
1996.75,1,471,"1.0000",1,0.2,1996.125,NA,NA,1,NA,1,1,1
1996.75,2,471,"1.0000",1,0.1,1996.375,NA,NA,1,NA,1,1,1
1997,4,471,"1.0000",1,0.3,1995.875,NA,NA,1,NA,1,1,1
1997,1,471,"1.0000",1,0.25,1996.125,NA,NA,1,NA,1,1,1
1997,2,471,"1.0000",1,0.2,1996.375,NA,NA,1,NA,1,1,1
1997,3,471,"1.0000",1,0.05,1996.625,NA,NA,1,NA,1,1,1
1997,4,471,"1.0000",1,0.15,1996.875,NA,NA,1,NA,1,1,1
1997.25,1,471,"1.0000",1,0.25,1996.125,NA,NA,1,NA,1,1,1
1997.25,2,471,"1.0000",1,0.25,1996.375,NA,NA,1,NA,1,1,1
1997.25,3,471,"1.0000",1,0.1,1996.625,NA,NA,1,NA,1,1,1
1997.25,4,471,"1.0000",1,0.2,1996.875,NA,NA,1,NA,1,1,1
1997.25,1,471,"1.0000",1,0.1,1997.125,NA,NA,1,NA,1,1,1
1997.5,2,471,"1.0000",1,0.25,1996.375,NA,NA,1,NA,1,1,1
1997.5,3,471,"1.0000",1,0.15,1996.625,NA,NA,1,NA,1,1,1
1997.5,4,471,"1.0000",1,0.2,1996.875,NA,NA,1,NA,1,1,1
1997.5,1,471,"1.0000",1,0.15,1997.125,NA,NA,1,NA,1,1,1
1997.75,3,471,"1.0000",1,0.2,1996.625,NA,NA,1,NA,1,1,1
1997.75,4,471,"1.0000",1,0.25,1996.875,NA,NA,1,NA,1,1,1
1997.75,1,471,"1.0000",1,0.2,1997.125,NA,NA,1,NA,1,1,1
1997.75,2,471,"1.0000",1,0.05,1997.375,NA,NA,1,NA,1,1,1
1998,4,471,"1.0000",1,0.25,1996.875,NA,NA,1,NA,1,1,1
1998,1,471,"1.0000",1,0.3,1997.125,NA,NA,1,NA,1,1,1
1998,2,471,"1.0000",1,0.1,1997.375,NA,NA,1,NA,1,1,1
1998,3,471,"1.0000",1,0.05,1997.625,NA,NA,1,NA,1,1,1
1998.25,1,471,"1.0000",1,0.35,1997.125,NA,NA,1,NA,1,1,1
1998.25,2,471,"1.0000",1,0.2,1997.375,NA,NA,1,NA,1,1,1
1998.25,3,471,"1.0000",1,0.1,1997.625,NA,NA,1,NA,1,1,1
1998.25,4,471,"1.0000",1,0.1,1997.875,NA,NA,1,NA,1,1,1
1998.5,2,471,"1.0000",1,0.25,1997.375,NA,NA,1,NA,1,1,1
1998.5,3,471,"1.0000",1,0.15,1997.625,NA,NA,1,NA,1,1,1
1998.5,4,471,"1.0000",1,0.15,1997.875,NA,NA,1,NA,1,1,1
1998.75,3,471,"1.0000",1,0.2,1997.625,NA,NA,1,NA,1,1,1
1998.75,4,471,"1.0000",1,0.2,1997.875,NA,NA,1,NA,1,1,1
1999,4,471,"1.0000",1,0.25,1997.875,NA,NA,1,NA,1,1,1
1995.5,2,472,"2.0000",1,0.1,1995.375,NA,NA,1,NA,1,1,1
1995.75,2,472,"2.0000",1,0.05,1995.375,NA,NA,1,NA,1,1,1
1995.75,3,472,"2.0000",1,0.1,1995.625,NA,NA,1,NA,1,1,1
1996,2,472,"2.0000",1,0.05,1995.375,NA,NA,1,NA,1,1,1
1996,3,472,"2.0000",1,0.05,1995.625,NA,NA,1,NA,1,1,1
1996.25,2,472,"2.0000",1,0.1,1995.375,NA,NA,1,NA,1,1,1
1996.25,3,472,"2.0000",1,0.09,1995.625,NA,NA,1,NA,1,1,1
1996.25,4,472,"2.0000",1,0.05,1995.875,NA,NA,1,NA,1,1,1
1996.25,1,472,"2.0000",1,0.3,1996.125,NA,NA,1,NA,1,1,1
1996.5,2,472,"2.0000",1,0.15,1995.375,NA,NA,1,NA,1,1,1
1996.5,3,472,"2.0000",1,0.12,1995.625,NA,NA,1,NA,1,1,1
1996.5,4,472,"2.0000",1,0.05,1995.875,NA,NA,1,NA,1,1,1
1996.5,1,472,"2.0000",1,0.05,1996.125,NA,NA,1,NA,1,1,1
1996.75,3,472,"2.0000",1,0.08,1995.625,NA,NA,1,NA,1,1,1
1996.75,4,472,"2.0000",1,0.1,1995.875,NA,NA,1,NA,1,1,1
1996.75,1,472,"2.0000",1,0.05,1996.125,NA,NA,1,NA,1,1,1
1996.75,2,472,"2.0000",1,0.05,1996.375,NA,NA,1,NA,1,1,1
1997,4,472,"2.0000",1,0.1,1995.875,NA,NA,1,NA,1,1,1
1997,1,472,"2.0000",1,0.05,1996.125,NA,NA,1,NA,1,1,1
1997,2,472,"2.0000",1,0.1,1996.375,NA,NA,1,NA,1,1,1
1997,4,472,"2.0000",1,0.05,1996.875,NA,NA,1,NA,1,1,1
1997.25,1,472,"2.0000",1,0.2,1996.125,NA,NA,1,NA,1,1,1
1997.25,2,472,"2.0000",1,0.15,1996.375,NA,NA,1,NA,1,1,1
1997.25,3,472,"2.0000",1,0.05,1996.625,NA,NA,1,NA,1,1,1
1997.25,4,472,"2.0000",1,0.05,1996.875,NA,NA,1,NA,1,1,1
1997.5,2,472,"2.0000",1,0.2,1996.375,NA,NA,1,NA,1,1,1
1997.5,3,472,"2.0000",1,0.25,1996.625,NA,NA,1,NA,1,1,1
1997.5,4,472,"2.0000",1,0.15,1996.875,NA,NA,1,NA,1,1,1
1997.75,3,472,"2.0000",1,0.25,1996.625,NA,NA,1,NA,1,1,1
1997.75,4,472,"2.0000",1,0.15,1996.875,NA,NA,1,NA,1,1,1
1997.75,2,472,"2.0000",1,0.1,1997.375,NA,NA,1,NA,1,1,1
1998,4,472,"2.0000",1,0.15,1996.875,NA,NA,1,NA,1,1,1
1998,1,472,"2.0000",1,0.05,1997.125,NA,NA,1,NA,1,1,1
1998,2,472,"2.0000",1,0.2,1997.375,NA,NA,1,NA,1,1,1
1998.25,1,472,"2.0000",1,0.1,1997.125,NA,NA,1,NA,1,1,1
1998.25,2,472,"2.0000",1,0.25,1997.375,NA,NA,1,NA,1,1,1
1998.5,2,472,"2.0000",1,0.3,1997.375,NA,NA,1,NA,1,1,1
1998.5,4,472,"2.0000",1,0.05,1997.875,NA,NA,1,NA,1,1,1
1998.75,4,472,"2.0000",1,0.1,1997.875,NA,NA,1,NA,1,1,1
1998.75,1,472,"2.0000",1,0.05,1998.125,NA,NA,1,NA,1,1,1
1999,4,472,"2.0000",1,0.2,1997.875,NA,NA,1,NA,1,1,1
1999,1,472,"2.0000",1,0.05,1998.125,NA,NA,1,NA,1,1,1
1999,2,472,"2.0000",1,0.05,1998.375,NA,NA,1,NA,1,1,1
1999.25,1,472,"2.0000",1,0.05,1998.125,NA,NA,1,NA,1,1,1
1999.25,2,472,"2.0000",1,0.05,1998.375,NA,NA,1,NA,1,1,1
1999.25,3,472,"2.0000",1,0.02,1998.625,NA,NA,1,NA,1,1,1
1999.5,2,472,"2.0000",1,0.05,1998.375,NA,NA,1,NA,1,1,1
1999.5,3,472,"2.0000",1,0.03,1998.625,NA,NA,1,NA,1,1,1
1999.5,4,472,"2.0000",1,0.05,1998.875,NA,NA,1,NA,1,1,1
1999.75,3,472,"2.0000",1,0.05,1998.625,NA,NA,1,NA,1,1,1
1999.75,4,472,"2.0000",1,0.05,1998.875,NA,NA,1,NA,1,1,1
1999.75,1,472,"2.0000",1,0.05,1999.125,NA,NA,1,NA,1,1,1
1999.75,2,472,"2.0000",1,0.05,1999.375,NA,NA,1,NA,1,1,1
2000,4,472,"2.0000",1,0.05,1998.875,NA,NA,1,NA,1,1,1
2000,1,472,"2.0000",1,0.05,1999.125,NA,NA,1,NA,1,1,1
2000,2,472,"2.0000",1,0.05,1999.375,NA,NA,1,NA,1,1,1
2000.25,1,472,"2.0000",1,0.1,1999.125,NA,NA,1,NA,1,1,1
2000.25,2,472,"2.0000",1,0.05,1999.375,NA,NA,1,NA,1,1,1
2000.25,3,472,"2.0000",1,0.1,1999.625,NA,NA,1,NA,1,1,1
2000.5,2,472,"2.0000",1,0.05,1999.375,NA,NA,1,NA,1,1,1
2000.5,3,472,"2.0000",1,0.15,1999.625,NA,NA,1,NA,1,1,1
2000.5,4,472,"2.0000",1,0.05,1999.875,NA,NA,1,NA,1,1,1
2000.75,3,472,"2.0000",1,0.2,1999.625,NA,NA,1,NA,1,1,1
2000.75,4,472,"2.0000",1,0.1,1999.875,NA,NA,1,NA,1,1,1
2001,4,472,"2.0000",1,0.1,1999.875,NA,NA,1,NA,1,1,1
2001,2,472,"2.0000",1,0.1,2000.375,NA,NA,1,NA,1,1,1
2001,3,472,"2.0000",1,0.05,2000.625,NA,NA,1,NA,1,1,1
2001.25,1,472,"2.0000",1,0.05,2000.125,2001,1,1,1,1,1,1
2001.25,2,472,"2.0000",1,0.3,2000.375,2001,1,1,1,1,1,1
2001.25,3,472,"2.0000",1,0.1,2000.625,2001,1,1,1,1,1,1
2001.25,1,472,"2.0000",1,0.3,2001.125,2001,1,1,1,1,1,1
2001.25,5,472,"2.0000",1,1,2001.249,2001,1,2,1,1,1,1
2001.5,2,472,"2.0000",1,0.5,2000.375,NA,NA,1,NA,1,1,1
2001.5,3,472,"2.0000",1,0.1,2000.625,NA,NA,1,NA,1,1,1
2001.5,1,472,"2.0000",1,0.2,2001.125,NA,NA,1,NA,1,1,1
2001.5,2,472,"2.0000",1,0.4,2001.375,NA,NA,1,NA,1,1,1
2001.75,3,472,"2.0000",1,0.15,2000.625,2001,3,1,1,1,1,1
2001.75,1,472,"2.0000",1,0.1,2001.125,2001,3,1,1,1,1,1
2001.75,2,472,"2.0000",1,0.1,2001.375,2001,3,1,1,1,1,1
2001.75,5,472,"2.0000",1,1,2001.749,2001,3,2,1,1,1,1
2002,1,472,"2.0000",1,0.05,2001.125,NA,NA,1,NA,1,1,1
2002,4,472,"2.0000",1,0.95,2001.875,NA,NA,1,NA,1,1,1
2002.25,4,472,"2.0000",1,0.25,2001.875,NA,NA,1,NA,1,1,1
2002.5,2,472,"2.0000",1,0.3,2002.375,NA,NA,1,NA,1,1,1
2002.75,2,472,"2.0000",1,0.1,2002.375,NA,NA,1,NA,1,1,1
2003,2,472,"2.0000",1,0.05,2002.375,NA,NA,1,NA,1,1,1
2003,4,472,"2.0000",1,0.2,2002.875,NA,NA,1,NA,1,1,1
2003.25,4,472,"2.0000",1,0.05,2002.875,NA,NA,1,NA,1,1,1
2003.5,4,472,"2.0000",1,0.05,2002.875,NA,NA,1,NA,1,1,1
2003.75,4,472,"2.0000",1,0.05,2002.875,NA,NA,1,NA,1,1,1
2004,4,472,"2.0000",1,0.05,2002.875,NA,NA,1,NA,1,1,1
2004.25,4,472,"2.0000",1,0.02,2003.875,NA,NA,1,NA,1,1,1
2004.5,4,472,"2.0000",1,0.04,2003.875,NA,NA,1,NA,1,1,1
2004.75,4,472,"2.0000",1,0.05,2003.875,NA,NA,1,NA,1,1,1
2004.75,2,472,"2.0000",1,0.05,2004.375,NA,NA,1,NA,1,1,1
2005,4,472,"2.0000",1,0.05,2003.875,NA,NA,1,NA,1,1,1
2005,2,472,"2.0000",1,0.05,2004.375,NA,NA,1,NA,1,1,1
2005,4,472,"2.0000",1,0.01,2004.875,NA,NA,1,NA,1,1,1
